Date,PlayerNo.,Name,CashBuilder,Chaser,LowerOffer,HigherOffer,ChosenOffer,HTHResult,FC CorrectAnswers,FC Winner,Amount WonBy Player,bgc,Series
14/04/2016,P4,Maureen,"£7,000",Jenny Ryan,"£1,000","£46,000","£7,000 =",Home +3,8 (team 2),Team by 2,"£5,500",T,9
19/04/2016,P1,Jason,"£3,000",Anne Hegerty,"£1,000","£20,000","£3,000 =",Caught -2,,Chaser by 0:32,£0,,9
19/04/2016,P2,Alison,"£2,000",Anne Hegerty,"£1,000","£30,000","£2,000 =",Home +3,13 (solo),Chaser by 0:32,£0,C,9
19/04/2016,P3,Melissa,"£1,000",Anne Hegerty,£500,"£40,000",£500 \/,Caught -3,,Chaser by 0:32,£0,,9
19/04/2016,P4,Mark,"£4,000",Anne Hegerty,"£1,000","£48,000","£1,000 \/",Caught -2,,Chaser by 0:32,£0,,9
20/04/2016,P1,Ken,"£6,000",Mark Labbett,"£1,000","£28,000","£6,000 =",Home +4,8 (team 3),Team by 10,"£5,333",T,9
20/04/2016,P2,Evelyn,"£7,000",Mark Labbett,"£1,000","£37,000","£7,000 =",Home +2,1 (team 3),Team by 10,"£5,333",T,9
20/04/2016,P3,Andrew,"£5,000",Mark Labbett,"£1,000","£32,000","£32,000 /\",Caught -4,,Team by 10,£0,,9
20/04/2016,P4,Hannah,"£3,000",Mark Labbett,"-£1,000","£47,000","£3,000 =",Home +2,4 (team 3),Team by 10,"£5,333",T,9
22/04/2016,P1,Stuart,"£2,000",Jenny Ryan,£2,"£20,000","£2,000 =",Home +2,3 (team 4),Chaser by 0:37,£0,C,9
22/04/2016,P2,Janine,"£5,000",Jenny Ryan,"£1,000","£35,000","£5,000 =",Home +1,5 (team 4),Chaser by 0:37,£0,C,9
22/04/2016,P3,Roly,"£5,000",Jenny Ryan,"£1,000","£43,000","£5,000 =",Home +3,2 (team 4),Chaser by 0:37,£0,C,9
22/04/2016,P4,Susan,"£2,000",Jenny Ryan,"-£2,000","£48,000","£2,000 =",Home +2,0 (team 4),Chaser by 0:37,£0,C,9
25/04/2016,P1,Martin,"£3,000",Jenny Ryan,£300,"£15,000","£3,000 =",Home +3,5 (team 2),Chaser by 0:50,£0,C,9
25/04/2016,P2,Adam,"£3,000",Jenny Ryan,"£1,000","£18,000","£1,000 \/",Home +1,6 (team 2),Chaser by 0:50,£0,C,9
25/04/2016,P3,Davina,"£6,000",Jenny Ryan,"£1,000","£26,000","£26,000 /\",Caught -5,,Chaser by 0:50,£0,,9
25/04/2016,P4,Barbara,"£2,000",Jenny Ryan,£2,"£32,000","£2,000 =",Caught -3,,Chaser by 0:50,£0,,9
26/04/2016,P1,Mark,"£5,000",Paul Sinha,£50,"£20,000","£5,000 =",Home +1,3 (team 3),Team by 2,"£5,000",T,9
26/04/2016,P2,Jay,"£4,000",Paul Sinha,£400,"£20,000","£4,000 =",Home +1,1 (team 3),Team by 2,"£5,000",T,9
26/04/2016,P3,Gladys,"£2,000",Paul Sinha,£200,"£22,000","£2,000 =",Caught -4,,Team by 2,£0,,9
26/04/2016,P4,Liz,"£6,000",Paul Sinha,"£1,000","£31,000","£6,000 =",Home +1,14 (team 3),Team by 2,"£5,000",T,9
27/04/2016,P1,Neil,"£6,000",Shaun Wallace,"£1,000","£20,000","£6,000 =",Home +1,12 (team 2),Chaser by 0:32,£0,C,9
27/04/2016,P2,Tim,"£4,000",Shaun Wallace,£400,"£24,000","£4,000 =",Caught -4,,Chaser by 0:32,£0,,9
27/04/2016,P3,Sammie,"£1,000",Shaun Wallace,"-£1,000","£28,000","£28,000 /\",Caught -6,,Chaser by 0:32,£0,,9
27/04/2016,P4,Alison,"£2,000",Shaun Wallace,"-£1,000","£30,000","-£1,000 \/",Home +2,2 (team 2),Chaser by 0:32,£0,C,9
28/04/2016,P1,Emma,"£5,000",Anne Hegerty,£500,"£25,000","£5,000 =",Caught -2,,Chaser by 1:07,£0,,9
28/04/2016,P2,Jim,"£5,000",Anne Hegerty,"£1,000","£32,000","£5,000 =",Caught -5,,Chaser by 1:07,£0,,9
28/04/2016,P3,Mark,"£2,000",Anne Hegerty,£500,"£40,000",£500 \/,Home +3,7 (solo),Chaser by 1:07,£0,C,9
28/04/2016,P4,Christine,"£3,000",Anne Hegerty,"£1,000","£49,500","£3,000 =",Caught -2,,Chaser by 1:07,£0,,9
29/04/2016,P1,Alan,"£4,000",Paul Sinha,£400,"£16,000","£4,000 =",Home +4,0 (team 4),Chaser by 0:25,£0,C,9
29/04/2016,P2,Dave,"£5,000",Paul Sinha,£5,"£20,000","£20,000 /\",Home +3,10 (team 4),Chaser by 0:25,£0,C,9
29/04/2016,P3,Kate,"£3,000",Paul Sinha,"-£4,000","£24,000","£3,000 =",Home +4,3 (team 4),Chaser by 0:25,£0,C,9
29/04/2016,P4,Gill,"£4,000",Paul Sinha,"-£7,000","£33,000","£33,000 /\",Home +4,3 (team 4),Chaser by 0:25,£0,C,9
04/05/2016,P1,Sonny,"£9,000",Mark Labbett,"£2,000","£45,000","£9,000 =",Home +1,17 (team 2),Team by 2,"£7,000",T,9
04/05/2016,P2,Sheila,"£6,000",Mark Labbett,"£1,000","£36,000","£6,000 =",Caught -2,,Team by 2,£0,,9
04/05/2016,P3,Ric,"£7,000",Mark Labbett,"£2,000","£51,000","£7,000 =",Caught -4,,Team by 2,£0,,9
04/05/2016,P4,Mark,"£5,000",Mark Labbett,"£1,000","£71,000","£5,000 =",Home +3,3 (team 2),Team by 2,"£7,000",T,9
16/05/2016,P1,Tony,"£8,000",Jenny Ryan,"£1,000","£28,000","£8,000 =",Home +4,4 (team 4),Team by 5,"£4,750",T,9
16/05/2016,P2,Adam,"£5,000",Jenny Ryan,£500,"£25,000","£5,000 =",Home +4,4 (team 4),Team by 5,"£4,750",T,9
16/05/2016,P3,Larissa,"£6,000",Jenny Ryan,"£1,000","£37,000","£1,000 \/",Home +3,1 (team 4),Team by 5,"£4,750",T,9
16/05/2016,P4,Siobhan,"£5,000",Jenny Ryan,"-£2,000","£46,000","£5,000 =",Home +2,4 (team 4),Team by 5,"£4,750",T,9
06/09/2016,P1,Sandra,"£3,000",Jenny Ryan,£300,"£23,000","£3,000 =",Home +2,1 (team 3),Team by 3,"£25,000",T,9
06/09/2016,P2,Jonathan,"£4,000",Jenny Ryan,"£1,000","£34,000","£4,000 =",Home +2,13 (team 3),Team by 3,"£25,000",T,9
06/09/2016,P3,Chloe,"£3,000",Jenny Ryan,"£1,000","£53,000","£3,000 =",Caught -1,,Team by 3,£0,,9
06/09/2016,P4,Eamonn,"£5,000",Jenny Ryan,"-£1,000","£68,000","£68,000 /\",Home +3,0 (team 3),Team by 3,"£25,000",T,9
15/04/2016,P1,Joe,"£5,000",Mark Labbett,"£1,000","£20,000","£20,000 /\",Home +2,10 (solo),Chaser by 0:47,£0,C,10
15/04/2016,P2,Liz,"£6,000",Mark Labbett,"£1,000","£30,000","£6,000 =",Caught -3,,Chaser by 0:47,£0,,10
15/04/2016,P3,Helen,"£2,000",Mark Labbett,"-£5,000","£32,000","-£5,000 \/",Caught -2,,Chaser by 0:47,£0,,10
15/04/2016,P4,Paul,"£7,000",Mark Labbett,"-£10,000","£40,000","£7,000 =",Caught -3,,Chaser by 0:47,£0,,10
18/04/2016,P1,Jim,"£7,000",Shaun Wallace,"£2,000","£27,000","£7,000 =",Home +4,9 (team 4),Chaser by 0:04,£0,C,10
18/04/2016,P2,Jessica,"£4,000",Shaun Wallace,£400,"£28,000","£4,000 =",Home +3,2 (team 4),Chaser by 0:04,£0,C,10
18/04/2016,P3,Mark,"£3,000",Shaun Wallace,"-£1,000","£34,000","£3,000 =",Home +3,3 (team 4),Chaser by 0:04,£0,C,10
18/04/2016,P4,Marina,"£7,000",Shaun Wallace,"-£2,000","£46,000","£7,000 =",Home +1,1 (team 4),Chaser by 0:04,£0,C,10
21/04/2016,P1,Chris,"£7,000",Paul Sinha,"£2,000","£27,000","£7,000 =",Caught -5,,Chaser by 0:44,£0,,10
21/04/2016,P2,Steve,"£7,000",Paul Sinha,"£2,000","£32,000","£7,000 =",Caught -2,,Chaser by 0:44,£0,,10
21/04/2016,P3,Lucie,"£5,000",Paul Sinha,"£1,000","£35,000","£5,000 =",Caught -5,,Chaser by 0:44,£0,,10
21/04/2016,P4,Barbara,"£4,000",Paul Sinha,"£1,000","£50,000","£4,000 =",Home +3,15 (solo),Chaser by 0:44,£0,C,10
02/05/2016,P1,Darren,"£5,000",Anne Hegerty,£500,"£25,000","£5,000 =",Home +2,0 (team 4),Chaser by 0:32,£0,C,10
02/05/2016,P2,Margaret,"£8,000",Anne Hegerty,"£2,000","£35,000","£8,000 =",Home +1,8 (team 4),Chaser by 0:32,£0,C,10
02/05/2016,P3,Cara,"£6,000",Anne Hegerty,"-£1,000","£37,000","£6,000 =",Home +3,1 (team 4),Chaser by 0:32,£0,C,10
02/05/2016,P4,Chris,"£5,000",Anne Hegerty,"-£5,000","£41,000","£5,000 =",Home +1,4 (team 4),Chaser by 0:32,£0,C,10
03/05/2016,P1,James,"£5,000",Jenny Ryan,£500,"£25,000","£5,000 =",Caught -1,,Chaser by 0:12,£0,,10
03/05/2016,P2,Rihana,"£3,000",Jenny Ryan,£300,"£28,000","£3,000 =",Home +2,8 (team 3),Chaser by 0:12,£0,C,10
03/05/2016,P3,Ellis,"£3,000",Jenny Ryan,"£1,000","£33,000","£3,000 =",Home +2,0 (team 3),Chaser by 0:12,£0,C,10
03/05/2016,P4,Rob,"£7,000",Jenny Ryan,"-£1,000","£39,000","£7,000 =",Home +3,3 (team 3),Chaser by 0:12,£0,C,10
05/05/2016,P1,Paula,"£4,000",Shaun Wallace,£400,"£24,000","£4,000 =",Caught -5,,Chaser by 0:49,£0,,10
05/05/2016,P2,Louisa,"£4,000",Shaun Wallace,"£1,000","£28,000","£4,000 =",Home +3,9 (solo),Chaser by 0:49,£0,C,10
05/05/2016,P3,Ian,"£4,000",Shaun Wallace,"£1,000","£36,000","£4,000 =",Caught -4,,Chaser by 0:49,£0,,10
05/05/2016,P4,Lee,"£2,000",Shaun Wallace,"£1,000","£46,000","£46,000 /\",Caught -2,,Chaser by 0:49,£0,,10
06/05/2016,P1,Philip,"£6,000",Paul Sinha,"£1,000","£26,000","£6,000 =",Home +1,6 (team 2),Chaser by 0:46,£0,C,10
06/05/2016,P2,Anthony,"£7,000",Paul Sinha,"£1,000","£30,000","£7,000 =",Caught -3,,Chaser by 0:46,£0,,10
06/05/2016,P3,Dani,"£6,000",Paul Sinha,£600,"£38,000","£6,000 =",Caught -1,,Chaser by 0:46,£0,,10
06/05/2016,P4,Gaynor,"£5,000",Paul Sinha,"£1,000","£44,000","£44,000 /\",Home +1,9 (team 2),Chaser by 0:46,£0,C,10
09/05/2016,P1,Chris,"£5,000",Shaun Wallace,"£1,000","£20,000","£5,000 =",Caught -2,,Chaser by 0:08,£0,,10
09/05/2016,P2,Claire,"£8,000",Shaun Wallace,"£2,000","£40,000","£8,000 =",Home +3,10 (team 2),Chaser by 0:08,£0,C,10
09/05/2016,P3,Steve,"£4,000",Shaun Wallace,"£1,000","£30,000","£4,000 =",Home +2,4 (team 2),Chaser by 0:08,£0,C,10
09/05/2016,P4,Jane,"£2,000",Shaun Wallace,"-£2,000","£38,000","-£2,000 \/",Caught -2,,Chaser by 0:08,£0,,10
10/05/2016,P1,Harry,"£6,000",Anne Hegerty,£600,"£26,000","£6,000 =",Caught -1,,Team by 1,£0,,10
10/05/2016,P2,James,"£4,000",Anne Hegerty,£400,"£28,000","£4,000 =",Home +4,3 (team 2),Team by 1,"£5,000",T,10
10/05/2016,P3,Rachel,"£5,000",Anne Hegerty,"£1,000","£41,000","£5,000 =",Caught -4,,Team by 1,£0,,10
10/05/2016,P4,Margaret,"£6,000",Anne Hegerty,"£1,000","£56,000","£6,000 =",Home +2,14 (team 2),Team by 1,"£5,000",T,10
11/05/2016,P1,Stewart,"£6,000",Mark Labbett,"£1,000","£24,000","£24,000 /\",Caught -5,,Chaser by 0:09,£0,,10
11/05/2016,P2,Joe,"£6,000",Mark Labbett,£600,"£26,000","£6,000 =",Home +1,8 (team 2),Chaser by 0:09,£0,C,10
11/05/2016,P3,Pat,"£3,000",Mark Labbett,£3,"£30,000","£3,000 =",Caught -1,,Chaser by 0:09,£0,,10
11/05/2016,P4,Tom,"£6,000",Mark Labbett,"£1,000","£34,000","£6,000 =",Home +2,11 (team 2),Chaser by 0:09,£0,C,10
12/05/2016,P1,Paul,"£4,000",Paul Sinha,"£1,000","£28,000","£4,000 =",Home +2,4 (team 3),Chaser by 0:15,£0,C,10
12/05/2016,P2,Debs,"£3,000",Paul Sinha,£300,"£33,000","£3,000 =",Caught -1,,Chaser by 0:15,£0,,10
12/05/2016,P3,Rebecca,"£3,000",Paul Sinha,"£1,000","£46,000","£3,000 =",Home +4,1 (team 3),Chaser by 0:15,£0,C,10
12/05/2016,P4,George,"£8,000",Paul Sinha,"-£1,000","£53,000","£8,000 =",Home +3,13 (team 3),Chaser by 0:15,£0,C,10
13/05/2016,P1,Gregor,"£7,000",Anne Hegerty,"£2,000","£27,000","£7,000 =",Caught -1,,Chaser by 0:45,£0,C,10
13/05/2016,P2,Jo,"£7,000",Anne Hegerty,"£2,000","£37,000","£7,000 =",Caught -4,13 (solo ✝),Chaser by 0:45,£0,C,10
13/05/2016,P3,Lisa,"£5,000",Anne Hegerty,"£1,000","£45,000","£5,000 =",Caught -3,,Chaser by 0:45,£0,C,10
13/05/2016,P4,Richard,"£4,000",Anne Hegerty,"£1,000","£50,000","£50,000 /\",Caught -2,,Chaser by 0:45,£0,C,10
17/05/2016,P1,Jemma,"£6,000",Paul Sinha,"£1,000","£32,000","£6,000 =",Home +3,11 (team 3),Chaser by 0:26,£0,C,10
17/05/2016,P2,Divesh,"£3,000",Paul Sinha,£300,"£28,000","£3,000 =",Caught -4,,Chaser by 0:26,£0,,10
17/05/2016,P3,Kevin,"£5,000",Paul Sinha,"£1,000","£40,000","£5,000 =",Home +5,2 (team 3),Chaser by 0:26,£0,C,10
17/05/2016,P4,Dot,"£3,000",Paul Sinha,"-£1,000","£49,000","£3,000 =",Home +1,1 (team 3),Chaser by 0:26,£0,C,10
18/05/2016,P1,Matt,"£8,000",Mark Labbett,"£2,000","£30,000","£8,000 =",Home +1,5 (team 3),Chaser by 0:03,£0,C,10
18/05/2016,P2,Fergus,"£5,000",Mark Labbett,"£1,000","£35,000","£5,000 =",Home +3,5 (team 3),Chaser by 0:03,£0,C,10
18/05/2016,P3,Emma,"£5,000",Mark Labbett,"-£3,000","£37,000","-£3,000 \/",Home +4,3 (team 3),Chaser by 0:03,£0,C,10
18/05/2016,P4,Dot,"£4,000",Mark Labbett,"-£1,000","£40,000","£4,000 =",Caught -2,,Chaser by 0:03,£0,,10
19/05/2016,P1,Ernie,"£9,000",Shaun Wallace,"£2,000","£30,000","£9,000 =",Home +1,8 (team 3),Team by 11,"£6,667",T,10
19/05/2016,P2,Anita,"£7,000",Shaun Wallace,"£2,000","£27,000","£7,000 =",Home +3,4 (team 3),Team by 11,"£6,667",T,10
19/05/2016,P3,Amy,"£4,000",Shaun Wallace,"-£2,000","£34,000","£4,000 =",Home +3,1 (team 3),Team by 11,"£6,667",T,10
19/05/2016,P4,Matt,"£3,000",Shaun Wallace,"-£4,000","£40,000","£3,000 =",Caught -3,,Team by 11,£0,,10
20/05/2016,P1,Andrew,"£8,000",Anne Hegerty,"£2,000","£28,000","£8,000 =",Home +1,13 (team 2),Chaser by 0:19,£0,C,10
20/05/2016,P2,Jamie,"£7,000",Anne Hegerty,"£1,000","£32,000","£7,000 =",Caught -5,,Chaser by 0:19,£0,,10
20/05/2016,P3,Emma,"£5,000",Anne Hegerty,"-£3,000","£38,000","-£3,000 \/",Home +5,2 (team 2),Chaser by 0:19,£0,C,10
20/05/2016,P4,Gail,"£4,000",Anne Hegerty,"£1,000","£55,000","£4,000 =",Caught -1,,Chaser by 0:19,£0,,10
23/05/2016,P1,Steve,"£6,000",Mark Labbett,"£1,000","£26,000","£6,000 =",Caught -5,,Chaser by 0:20,£0,,10
23/05/2016,P2,Virinder,"£3,000",Mark Labbett,"£1,000","£26,000","£26,000 /\",Caught -3,,Chaser by 0:20,£0,,10
23/05/2016,P3,Julie,"£4,000",Mark Labbett,"£1,000","£30,000","£4,000 =",Home +2,4 (team 2),Chaser by 0:20,£0,C,10
23/05/2016,P4,Pat,"£6,000",Mark Labbett,"£1,000","£46,000","£6,000 =",Home +2,12 (team 2),Chaser by 0:20,£0,C,10
24/05/2016,P1,Saroop,"£4,000",Jenny Ryan,"£1,000","£20,000","£4,000 =",Caught -4,,Chaser by 0:33,£0,,10
24/05/2016,P2,Karen,"£7,000",Jenny Ryan,"£2,000","£30,000","£7,000 =",Home +1,4 (team 3),Chaser by 0:33,£0,C,10
24/05/2016,P3,Milo,"£2,000",Jenny Ryan,£200,"£32,000",£200 \/,Home +2,1 (team 3),Chaser by 0:33,£0,C,10
24/05/2016,P4,Natalie,"£6,000",Jenny Ryan,-£200,"£43,000","£6,000 =",Home +2,7 (team 3),Chaser by 0:33,£0,C,10
25/05/2016,P1,Andrew,"£8,000",Paul Sinha,"£2,000","£28,000","£8,000 =",Home +4,9 (team 3),Team by 9,"£6,667",T,10
25/05/2016,P2,Joe,"£6,000",Paul Sinha,"£1,000","£28,000","£6,000 =",Home +3,5 (team 3),Team by 9,"£6,667",T,10
25/05/2016,P3,Sara,"£6,000",Paul Sinha,"-£2,000","£30,000","£6,000 =",Home +2,3 (team 3),Team by 9,"£6,667",T,10
25/05/2016,P4,Paddy,"£3,000",Paul Sinha,"-£6,000","£40,000","£3,000 =",Caught -3,,Team by 9,£0,,10
26/05/2016,P1,Katie,"£6,000",Anne Hegerty,"£1,000","£22,000","£6,000 =",Home +1,6 (team 4),Chaser by 0:05,£0,C,10
26/05/2016,P2,Graham,"£8,000",Anne Hegerty,"£2,000","£34,000","£8,000 =",Home +1,4 (team 4),Chaser by 0:05,£0,C,10
26/05/2016,P3,Craig,"£4,000",Anne Hegerty,"£1,000","£36,000","£4,000 =",Home +4,1 (team 4),Chaser by 0:05,£0,C,10
26/05/2016,P4,Debra,"£5,000",Anne Hegerty,"-£6,000","£42,000","£5,000 =",Home +1,1 (team 4),Chaser by 0:05,£0,C,10
27/05/2016,P1,Pam,"£8,000",Shaun Wallace,"£2,000","£32,000","£8,000 =",Caught -3,,Chaser by 0:56,£0,,10
27/05/2016,P2,Brendon,"£4,000",Shaun Wallace,"£1,881","£40,000","£4,000 =",Home +3,8 (team 2),Chaser by 0:56,£0,C,10
27/05/2016,P3,Toni,"£3,000",Shaun Wallace,£300,"£33,000","£3,000 =",Home +3,3 (team 2),Chaser by 0:56,£0,C,10
27/05/2016,P4,Phillip,"£4,000",Shaun Wallace,"£1,000","£53,000","£4,000 =",Caught -5,,Chaser by 0:56,£0,,10
30/05/2016,P1,Sandy,"£5,000",Anne Hegerty,£500,"£25,000","£5,000 =",Home +1,4 (team 3),Chaser by 0:12,£0,C,10
30/05/2016,P2,Ian,"£4,000",Anne Hegerty,"£1,000","£30,000","£4,000 =",Caught -1,,Chaser by 0:12,£0,,10
30/05/2016,P3,Mark,"£7,000",Anne Hegerty,"£2,000","£40,000","£7,000 =",Home +3,3 (team 3),Chaser by 0:12,£0,C,10
30/05/2016,P4,Lorraine,"£6,000",Anne Hegerty,"-£3,000","£48,000","£48,000 /\",Home +1,6 (team 3),Chaser by 0:12,£0,C,10
31/05/2016,P1,Chris,"£9,000",Mark Labbett,"£2,000","£32,000","£9,000 =",Caught -5,,Team by 8,£0,,10
31/05/2016,P2,Pat,"£4,000",Mark Labbett,"£1,000","£34,000","£4,000 =",Home +3,11 (team 3),Team by 8,"£4,333",T,10
31/05/2016,P3,Josh,"£6,000",Mark Labbett,"£1,000","£38,000","£6,000 =",Home +3,2 (team 3),Team by 8,"£4,333",T,10
31/05/2016,P4,Beccy,"£3,000",Mark Labbett,"-£1,000","£50,000","£3,000 =",Home +2,6 (team 3),Team by 8,"£4,333",T,10
01/06/2016,P1,Lyndon,"£8,000",Shaun Wallace,"£2,000","£30,000","£8,000 =",Home +1,16 (solo),Chaser by 0:25,£0,C,10
01/06/2016,P2,Steve,"£6,000",Shaun Wallace,"£1,000","£36,000","£6,000 =",Caught -3,,Chaser by 0:25,£0,,10
01/06/2016,P3,Victoria,"£6,000",Shaun Wallace,"£1,000","£42,000","£6,000 =",Caught -3,,Chaser by 0:25,£0,,10
01/06/2016,P4,Francesca,"£2,000",Shaun Wallace,"-£1,000","£52,000","£2,000 =",Caught -2,,Chaser by 0:25,£0,,10
02/06/2016,P1,Julia,"£3,000",Anne Hegerty,"£1,000","£30,000","£3,000 =",Home +1,9 (team 3),Chaser by 0:08,£0,C,10
02/06/2016,P2,Mike,"£6,000",Anne Hegerty,"£1,000","£40,000","£6,000 =",Home +4,1 (team 3),Chaser by 0:08,£0,C,10
02/06/2016,P3,Laurie,"£6,000",Anne Hegerty,"£1,000","£40,000","£6,000 =",Caught -4,,Chaser by 0:08,£0,,10
02/06/2016,P4,Andy,"£5,000",Anne Hegerty,"-£3,000","£51,000","£5,000 =",Home +1,6 (team 3),Chaser by 0:08,£0,C,10
03/06/2016,P1,Alan,"£5,000",Paul Sinha,£500,"£25,000","£5,000 =",Caught -2,,Chaser by 0:24,£0,,10
03/06/2016,P2,Kay,"£3,000",Paul Sinha,"£1,000","£30,000","£30,000 /\",Home +2,0 (team 3),Chaser by 0:24,£0,C,10
03/06/2016,P3,John,"£3,000",Paul Sinha,"-£3,000","£33,000","£3,000 =",Home +1,5 (team 3),Chaser by 0:24,£0,C,10
03/06/2016,P4,Sally,"£3,000",Paul Sinha,"-£6,000","£42,000","£3,000 =",Home +3,9 (team 3),Chaser by 0:24,£0,C,10
06/06/2016,P1,Rob,"£5,000",Jenny Ryan,£500,"£20,000","£5,000 =",Caught -4,,Chaser by 1:11,£0,,10
06/06/2016,P2,Caroline,"£4,000",Jenny Ryan,"£1,000","£30,000","£4,000 =",Caught -5,,Chaser by 1:11,£0,,10
06/06/2016,P3,Liz,"£4,000",Jenny Ryan,"£1,000","£40,000","£4,000 =",Home +1,6 (solo),Chaser by 1:11,£0,C,10
06/06/2016,P4,Daniel,"£7,000",Jenny Ryan,"£2,000","£56,000","£7,000 =",Caught -2,,Chaser by 1:11,£0,,10
07/06/2016,P1,Paula,"£5,000",Paul Sinha,£500,"£20,000","£5,000 =",Home +2,2 (team 4),Team by 3,"£5,500",T,10
07/06/2016,P2,Steve,"£6,000",Paul Sinha,"£1,000","£26,000","£6,000 =",Home +1,10 (team 4),Team by 3,"£5,500",T,10
07/06/2016,P3,Carol,"£5,000",Paul Sinha,"-£2,000","£39,000","£5,000 =",Home +3,0 (team 4),Team by 3,"£5,500",T,10
07/06/2016,P4,Tom,"£6,000",Paul Sinha,"-£4,000","£44,000","£6,000 =",Home +2,2 (team 4),Team by 3,"£5,500",T,10
08/06/2016,P1,Nick,"£8,000",Anne Hegerty,"£2,000","£38,000","£38,000 /\",Caught -6,,Chaser by 0:29,£0,,10
08/06/2016,P2,Andy,"£6,000",Anne Hegerty,"£1,000","£42,000","£6,000 =",Caught -5,,Chaser by 0:29,£0,,10
08/06/2016,P3,Paula,"£6,000",Anne Hegerty,"£1,000","£52,000","£6,000 =",Home +1,6 (team 2),Chaser by 0:29,£0,C,10
08/06/2016,P4,Helen,"£3,000",Anne Hegerty,"£1,000","£60,000","£1,000 \/",Home +1,4 (team 2),Chaser by 0:29,£0,C,10
09/06/2016,P1,Mary,"£7,000",Mark Labbett,"£1,000","£20,000","£7,000 =",Caught -2,,Chaser by 0:12,£0,,10
09/06/2016,P2,Scarlett,"£5,000",Mark Labbett,"£1,000","£25,000","£5,000 =",Home +1,3 (team 3),Chaser by 0:12,£0,C,10
09/06/2016,P3,Terry,"£4,000",Mark Labbett,"£1,000","£35,000","£4,000 =",Home +2,5 (team 3),Chaser by 0:12,£0,C,10
09/06/2016,P4,Eddie,"£6,000",Mark Labbett,"-£1,000","£51,000","£6,000 =",Home +2,5 (team 3),Chaser by 0:12,£0,C,10
10/06/2016,P1,Tom,"£6,000",Shaun Wallace,"£1,000","£30,000","£6,000 =",Home +1,6 (team 3),Team by 6,"£4,667",T,10
10/06/2016,P2,Claire,"£6,000",Shaun Wallace,"£1,000","£36,000","£6,000 =",Home +5,6 (team 3),Team by 6,"£4,667",T,10
10/06/2016,P3,Pratiksha,"£5,000",Shaun Wallace,"£1,000","£40,000","£5,000 =",Caught -4,,Team by 6,£0,,10
10/06/2016,P4,Jim,"£2,000",Shaun Wallace,"-£3,000","£48,000","£2,000 =",Home +1,2 (team 3),Team by 6,"£4,667",T,10
29/08/2016,P1,Matt,"£6,000",Mark Labbett,"£1,000","£28,000","£6,000 =",Home +1,7 (team 2),Chaser by 0:18,£0,C,10
29/08/2016,P2,John,"£6,000",Mark Labbett,"£1,000","£30,000","£6,000 =",Caught -2,,Chaser by 0:18,£0,,10
29/08/2016,P3,Laura,"£7,000",Mark Labbett,"£2,000","£40,000","£7,000 =",Home +1,5 (team 2),Chaser by 0:18,£0,C,10
29/08/2016,P4,Barry,"£1,000",Mark Labbett,"-£2,000","£32,000","£32,000 /\",Caught -6,,Chaser by 0:18,£0,,10
30/08/2016,P1,Josh,"£6,000",Shaun Wallace,"£1,000","£28,000","£6,000 =",Home +1,6 (solo),Chaser by 1:15,£0,C,10
30/08/2016,P2,Steven,"£2,000",Shaun Wallace,£200,"£22,000","£2,000 =",Caught -4,,Chaser by 1:15,£0,,10
30/08/2016,P3,Amelia,"£5,000",Shaun Wallace,"£1,000","£35,000","£5,000 =",Caught -4,,Chaser by 1:15,£0,,10
30/08/2016,P4,Lynne,"£6,000",Shaun Wallace,"£1,000","£54,000","£6,000 =",Caught -4,,Chaser by 1:15,£0,,10
31/08/2016,P1,Lucy,"£4,000",Paul Sinha,"£1,000","£26,000","£4,000 =",Home +1,8 (team 3),Team by 4,"£4,000",T,10
31/08/2016,P2,Vince,"£4,000",Paul Sinha,£10,"£30,000","£4,000 =",Caught -3,,Team by 4,£0,,10
31/08/2016,P3,Claudia,"£4,000",Paul Sinha,"£1,000","£40,000","£1,000 \/",Home +3,1 (team 3),Team by 4,"£4,000",T,10
31/08/2016,P4,Carol,"£7,000",Paul Sinha,"£1,000","£55,000","£7,000 =",Home +3,6 (team 3),Team by 4,"£4,000",T,10
01/09/2016,P1,Helen,"£6,000",Mark Labbett,"£1,000","£20,000","£6,000 =",Home +1,5 (team 4),Chaser by 0:19,£0,C,10
01/09/2016,P2,David,"£8,000",Mark Labbett,"£2,000","£32,000","£8,000 =",Home +3,3 (team 4),Chaser by 0:19,£0,C,10
01/09/2016,P3,Lewis,"£4,000",Mark Labbett,"-£2,000","£34,000","£4,000 =",Home +2,5 (team 4),Chaser by 0:19,£0,C,10
01/09/2016,P4,Clair,"£8,000",Mark Labbett,"-£4,000","£42,000","£8,000 =",Home +1,2 (team 4),Chaser by 0:19,£0,C,10
02/09/2016,P1,Kevin,"£4,000",Jenny Ryan,"£1,000","£20,000","£4,000 =",Home +2,3 (team 2),Chaser by 0:31,£0,C,10
02/09/2016,P2,Deanna,"£3,000",Jenny Ryan,£300,"£23,000","£3,000 =",Home +4,6 (team 2),Chaser by 0:31,£0,C,10
02/09/2016,P3,Caroline,"£5,000",Jenny Ryan,"£1,000","£30,000","£5,000 =",Caught -4,,Chaser by 0:31,£0,,10
02/09/2016,P4,David,"£4,000",Jenny Ryan,"-£1,000","£38,000","£38,000 /\",Caught -6,,Chaser by 0:31,£0,,10
05/09/2016,P1,Isabel,"£4,000",Paul Sinha,£400,"£24,000","£4,000 =",Home +3,1 (team 3),Chaser by 0:05,£0,C,10
