Date,Episode,Team,Chaser,NPlayersFinal,PrizeFund,Target,Series,isCelebrity,ChaserWin,ChaserWinBy,ChaserLoseBy
13/11/2014,149.0,"Mark, Kim, Liam, Joanna",Paul Sinha,2,10000.0,15,7,False,True,21,0
14/11/2014,150.0,"Leah, Peter, Matthew, Claire",Mark Labbett,3,21000.0,18,7,False,True,14,0
17/11/2014,118.0,"Danny, Naureen, Helen, Terry",Anne Hegerty,1,3000.0,7,7,False,True,68,0
01/09/2014,1.0,"Helen, Karl, Gill, Steve",Anne Hegerty,4,22000.0,19,8,False,False,0,1
02/09/2014,2.0,"James, Louise, Lorraine, Kev",Mark Labbett,1,6000.0,13,8,False,True,19,0
03/09/2014,3.0,"Rob, Paul, Debs, Joanne",Shaun Wallace,4,24000.0,19,8,False,True,10,0
04/09/2014,5.0,"Trudy, Baz, Adam, Susan",Paul Sinha,1,50000.0,17,8,False,False,0,2
05/09/2014,4.0,"Mike, Barry, Janice, Natalie",Anne Hegerty,4,53000.0,18,8,False,True,24,0
08/09/2014,6.0,"Gemma, Del, Rose, Robert",Paul Sinha,4,25000.0,16,8,False,True,21,0
09/09/2014,7.0,"Marcus, Helen, Dinieka, Paul",Anne Hegerty,4,60000.0,16,8,False,True,36,0
10/09/2014,8.0,"Sheila, Les, Molly, Jamie",Mark Labbett,4,14500.0,24,8,False,False,0,10
11/09/2014,9.0,"Richard, Ian, Fay, Kathryn",Shaun Wallace,2,10000.0,16,8,False,True,45,0
12/09/2014,10.0,"Susan, Reece, Kate, Greg",Mark Labbett,2,13000.0,17,8,False,True,11,0
15/09/2014,11.0,"Teba, David, Richard, Marge",Shaun Wallace,1,6000.0,15,8,False,True,19,0
16/09/2014,12.0,"Pete, Nicola, Will, Steph",Mark Labbett,1,6000.0,20,8,False,True,1,0
17/09/2014,13.0,"Lin, Clare, Matt, Kevin",Anne Hegerty,2,8000.0,14,8,False,True,46,0
18/09/2014,14.0,"Matt, Christina, Sarah, Kaz",Shaun Wallace,3,17000.0,19,8,False,False,0,4
19/09/2014,15.0,"Malcolm, Suzanne, David, Charlie",Paul Sinha,3,8000.0,17,8,False,True,5,0
22/09/2014,16.0,"Matty, Debi, Jules, John",Mark Labbett,1,4000.0,15,8,False,True,30,0
23/09/2014,17.0,"Raymond, Alan, Sally, Linda",Paul Sinha,4,19000.0,20,8,False,False,0,1
24/09/2014,18.0,"Jass, Pat, Fran, Leigh",Shaun Wallace,2,40000.0,11,8,False,True,0,0
25/09/2014,19.0,"Lesley, Peter, Sarah, Hywel",Anne Hegerty,4,12000.0,19,8,False,False,0,3
26/09/2014,20.0,"Ian, Jennifer, Stuart, Gill",Paul Sinha,3,14000.0,15,8,False,True,44,0
29/09/2014,21.0,"Rosemary, Dave, Lyndsey, Mark",Anne Hegerty,3,35000.0,16,8,False,True,32,0
30/09/2014,22.0,"Carol, Chris, Jane, Jonny",Paul Sinha,3,8000.0,16,8,False,True,46,0
01/10/2014,23.0,"Craig, Gaynor, Dani, George",Anne Hegerty,2,33000.0,17,8,False,False,0,1
02/10/2014,24.0,"Nicky, Cathy, Leon, Beckie",Shaun Wallace,1,5000.0,12,8,False,True,51,0
03/10/2014,25.0,"Jean, Kevin, Sarah, James",Mark Labbett,1,3000.0,13,8,False,True,44,0
06/10/2014,26.0,"Justin, Debbie, Hero, Kiel",Shaun Wallace,2,5000.0,15,8,False,True,3,0
07/10/2014,27.0,"David, Jojo, Emma, Calum",Mark Labbett,1,3000.0,9,8,False,True,66,0
08/10/2014,28.0,"Gary, Ed, Freya, Susan",Anne Hegerty,2,36000.0,15,8,False,True,21,0
09/10/2014,32.0,"Barry, Malcolm, Sophie, Costas",Shaun Wallace,3,12000.0,19,8,False,False,0,2
10/10/2014,30.0,"Colin, Viv, Haydon, Lauren",Paul Sinha,3,17000.0,16,8,False,True,26,0
13/10/2014,31.0,"Mark, Joe, Sarah, Tracey",Paul Sinha,2,10000.0,18,8,False,True,15,0
14/10/2014,29.0,"Neil, Janice, Scott, Precious",Mark Labbett,3,10000.0,19,8,False,False,0,4
15/10/2014,34.0,"Lesley, Arron, Jan, Gary",Anne Hegerty,2,8000.0,13,8,False,True,61,0
16/10/2014,33.0,"Emma, Ian, Sue, Dan",Mark Labbett,3,13000.0,18,8,False,True,24,0
17/10/2014,35.0,"Des, Dot, Matt, Katrina",Shaun Wallace,3,36000.0,13,8,False,True,56,0
07/11/2014,41.0,"Kath, Ray, Emma, Barrie",Paul Sinha,2,7000.0,18,8,False,True,9,0
18/11/2014,42.0,"Danny, Jon, Rachel, David",Paul Sinha,1,8000.0,18,8,False,True,4,0
19/11/2014,131.0,"Steve, Brian, Sophie, Ange",Mark Labbett,3,10000.0,14,8,False,True,26,0
20/11/2014,44.0,"Mike, Sally, Graeme, Rosie",Anne Hegerty,4,17000.0,24,8,False,False,0,11
24/11/2014,46.0,"Ian, Madeleine, Kirsty, Mark",Shaun Wallace,2,10000.0,9,8,False,True,18,0
25/11/2014,47.0,"Rebecca, Martin, Rachel, Karen",Anne Hegerty,2,12000.0,13,8,False,True,43,0
26/11/2014,48.0,"Richard, Luna, Dan, Lizzie",Shaun Wallace,2,12000.0,15,8,False,False,0,3
27/11/2014,49.0,"Jacqueline, Graham, David, Fiona",Mark Labbett,4,23000.0,18,8,False,True,3,0
28/11/2014,50.0,"Ed, Mark, Louise, Janet",Paul Sinha,4,38000.0,23,8,False,False,0,1
01/12/2014,51.0,"Jess, Neil, Joanne, Ross",Anne Hegerty,2,12000.0,14,8,False,True,14,0
02/12/2014,52.0,"Sue, Phil, Barbara, Ben",Mark Labbett,3,20000.0,19,8,False,False,0,7
03/12/2014,53.0,"Benedict, Jackie, Sam, Stefan",Shaun Wallace,2,11000.0,14,8,False,True,15,0
04/12/2014,54.0,"Helen, Alan, Maureen, Jamie",Paul Sinha,3,16000.0,18,8,False,True,26,0
05/12/2014,55.0,"Alison, Liam, Maureen, John",Mark Labbett,2,7000.0,15,8,False,True,44,0
08/12/2014,56.0,"Richard, David, Amanda, Claire",Paul Sinha,2,28000.0,14,8,False,True,11,0
09/12/2014,57.0,"Sandie, Richard, Mark, Maggie",Anne Hegerty,1,50000.0,18,8,False,True,1,0
10/12/2014,58.0,"Sara, Andrew, Phoebe, Paul",Mark Labbett,3,10000.0,12,8,False,True,58,0
11/12/2014,59.0,"Natalie, Nick, Kieran, Lesley",Paul Sinha,3,14000.0,16,8,False,False,0,1
12/12/2014,60.0,"Jamie, Spencer, Rachel, Terry",Shaun Wallace,3,13000.0,13,8,False,True,46,0
15/12/2014,61.0,"Jane, Mark, Emma, Lee",Mark Labbett,3,12000.0,20,8,False,True,6,0
16/12/2014,62.0,"James, Martyn, Kathryn, Hayley",Anne Hegerty,4,22000.0,21,8,False,False,0,2
17/12/2014,63.0,"Karen, Phil, Laura, Nic",Paul Sinha,2,12000.0,19,8,False,True,25,0
18/12/2014,64.0,"Denise, Sam, Al, Gwen",Shaun Wallace,1,40000.0,13,8,False,True,33,0
19/12/2014,83.0,"Dave, Helen, Lee, Shelley",Paul Sinha,4,15000.0,21,8,False,False,0,4
05/01/2015,65.0,"Kay, Michael, Louise, Dan",Anne Hegerty,2,6300.0,15,8,False,True,25,0
06/01/2015,66.0,"Ann, Roy, Emma, Nic",Shaun Wallace,2,9000.0,11,8,False,True,51,0
07/01/2015,67.0,"Philip, John, Dawn, Mags",Mark Labbett,3,30000.0,16,8,False,True,36,0
08/01/2015,68.0,"Paul, Mark, Anne, Bradley",Shaun Wallace,2,40000.0,15,8,False,False,0,4
09/01/2015,69.0,"Roy, Paul, Louise, Raymie",Paul Sinha,2,14000.0,16,8,False,True,11,0
12/01/2015,70.0,"Peter, Natalie, Adam, Emma",Shaun Wallace,2,10000.0,14,8,False,True,34,0
13/01/2015,71.0,"Gerry, David, Lucy, Tony",Anne Hegerty,3,9100.0,17,8,False,False,0,4
14/01/2015,72.0,"Annie, Sahara, Mark, Kay",Mark Labbett,1,6000.0,10,8,False,True,74,0
15/01/2015,73.0,"Derek, Lynda, Brad, Carole",Paul Sinha,3,14500.0,16,8,False,True,22,0
16/01/2015,74.0,"Edward, Graham, Laura, Pauline",Anne Hegerty,3,45000.0,18,8,False,True,17,0
19/01/2015,36.0,"James, John, Lottie, Louise",Mark Labbett,3,9000.0,12,8,False,True,26,0
20/01/2015,37.0,"Rob, Linda, Greg, Louise",Shaun Wallace,2,8000.0,18,8,False,False,0,3
21/01/2015,38.0,"Jean, Tom, Craig, Lee",Paul Sinha,3,18000.0,21,8,False,False,0,2
22/01/2015,39.0,"Paul, Julia, Michael, Christina",Anne Hegerty,1,1000.0,8,8,False,True,58,0
23/01/2015,40.0,"Eamonn, Michelle, Jean, Sam",Paul Sinha,2,10000.0,15,8,False,True,40,0
26/01/2015,75.0,"John, Rachael, Louisa, Dave",Shaun Wallace,2,8000.0,11,8,False,True,35,0
27/01/2015,76.0,"Mike, Rod, Erika, Josh",Paul Sinha,3,19000.0,17,8,False,True,11,0
28/01/2015,77.0,"Ali, Mike, Sam, Dorothy",Anne Hegerty,2,12000.0,15,8,False,True,12,0
29/01/2015,78.0,"Darren, Kate, Ellie, Gareth",Shaun Wallace,3,18000.0,18,8,False,False,0,6
30/01/2015,79.0,"Claire, Andy, Marie, Shaun",Mark Labbett,2,11000.0,12,8,False,True,34,0
02/02/2015,80.0,"Peter, Lizzie, Ben, Janine",Shaun Wallace,1,3000.0,10,8,False,True,51,0
03/02/2015,81.0,"Catherine, Hugh, Jean, Rob",Anne Hegerty,3,13300.0,20,8,False,False,0,12
04/02/2015,82.0,"Paul, Mike, Kathy, Jenny",Mark Labbett,2,9000.0,9,8,False,True,53,0
05/02/2015,95.0,"Gordon, Julie, Harpal, Nikki",Paul Sinha,2,8000.0,13,8,False,True,41,0
06/02/2015,84.0,"Sue, Asa, Becky, Chris",Anne Hegerty,4,15001.0,21,8,False,True,2,0
09/02/2015,85.0,"Linda, Gary, Helen, Mike",Mark Labbett,2,50000.0,14,8,False,True,20,0
10/02/2015,86.0,"Rob, Zuri, Clark, Chris",Shaun Wallace,2,14000.0,10,8,False,True,42,0
11/02/2015,87.0,"Kay, Gill, Shane, Trevor",Mark Labbett,3,7002.0,19,8,False,False,0,3
12/02/2015,88.0,"Louise, Terry, Sarah, Richard",Anne Hegerty,3,48000.0,16,8,False,True,4,0
13/02/2015,89.0,"John, Shaun, Kerinda, Stacie",Paul Sinha,1,1000.0,14,8,False,True,44,0
23/02/2015,90.0,"John, Tamsin, Russ, Andy",Anne Hegerty,4,15000.0,21,8,False,True,1,0
24/02/2015,91.0,"Jenny, Alex, Bill, Sandra",Paul Sinha,4,18000.0,20,8,False,False,0,3
25/02/2015,92.0,"Steve, Claire, Kate, Richie",Mark Labbett,2,60000.0,16,8,False,True,34,0
26/02/2015,93.0,"Jason, Mike, Chris, Constance",Shaun Wallace,1,1000.0,12,8,False,True,14,0
27/02/2015,94.0,"Lois, David, Julie, Paul",Mark Labbett,2,8000.0,12,8,False,True,34,0
02/03/2015,45.0,"Lana, Derek, Amna, Jon",Shaun Wallace,2,10000.0,15,8,False,True,26,0
03/03/2015,96.0,"Laura, Claire, CJ, David",Anne Hegerty,3,12000.0,17,8,False,True,10,0
04/03/2015,97.0,"Andy, Caroline, Seymour, Joanne",Shaun Wallace,2,43000.0,11,8,False,False,0,1
05/03/2015,98.0,"Kevin, John, Rachel, Katie",Paul Sinha,2,16000.0,20,8,False,False,0,1
06/03/2015,99.0,"Ian, Maggie, Clive, David",Mark Labbett,0,4000.0,15,8,False,True,29,0
09/03/2015,100.0,"Pete, Frances, Jeanette, Tom",Mark Labbett,3,17000.0,19,8,False,True,38,0
10/03/2015,101.0,"Mike, Jo, Marco, Helen",Anne Hegerty,2,9000.0,19,8,False,False,0,1
11/03/2015,102.0,"Peter, Stephanie, Maurizio, Audrey",Shaun Wallace,2,9001.0,12,8,False,True,19,0
12/03/2015,103.0,"Nick, Becky, Mark, Heather",Paul Sinha,3,50000.0,17,8,False,True,31,0
13/03/2015,104.0,"Jacqueline, Atalanta, Brian, Sean",Mark Labbett,1,5000.0,15,8,False,True,34,0
16/03/2015,105.0,"Peter, Ryan, Charlotte, Chris",Paul Sinha,2,7000.0,21,8,False,False,0,2
17/03/2015,106.0,"Stephen, Vicki, Brad, Anne",Mark Labbett,4,46000.0,16,8,False,True,24,0
18/03/2015,107.0,"Stephen, Kerri, Mike, Sarah",Anne Hegerty,2,10000.0,13,8,False,True,41,0
19/03/2015,108.0,"Carol, Chris, Hadi, Jane",Shaun Wallace,3,15000.0,19,8,False,False,0,3
20/03/2015,109.0,"Bob, Jennifer, Lindsay, Mark",Anne Hegerty,2,6005.0,9,8,False,True,43,0
23/03/2015,110.0,"Lori, Nicki, Karl, Ian",Anne Hegerty,4,21000.0,20,8,False,False,0,10
24/03/2015,111.0,"Natalie, Matt, John, Pam",Mark Labbett,2,5001.0,14,8,False,True,38,0
25/03/2015,112.0,"Rob, Paula, Andy, Jackie",Paul Sinha,3,14000.0,17,8,False,False,0,4
26/03/2015,113.0,"Nicola, Damian, Emma, Phil",Mark Labbett,4,71000.0,18,8,False,True,40,0
27/03/2015,114.0,"Helen, Stephanie, Rich, Chris",Shaun Wallace,3,6300.0,12,8,False,True,28,0
30/03/2015,115.0,"Laura, Ged, Cal, Dan",Mark Labbett,2,15000.0,13,8,False,True,4,0
31/03/2015,116.0,"Tina, James, Laura, Dave",Paul Sinha,2,6000.0,15,8,False,False,0,2
01/04/2015,117.0,"Scott, Helena, Roy, Kate",Anne Hegerty,3,14000.0,10,8,False,True,55,0
02/04/2015,118.0,"Steve, Ian, Clare, Rita",Shaun Wallace,4,17000.0,17,8,False,False,0,2
03/04/2015,119.0,"Ant, Donna, Bill, Karen",Paul Sinha,2,6300.0,13,8,False,True,27,0
06/04/2015,120.0,"Rita, Jacob, Jean, Gavin",Anne Hegerty,2,11000.0,14,8,False,True,10,0
07/04/2015,121.0,"Valerie, Matt, Lynsey, Dan",Mark Labbett,2,11000.0,18,8,False,True,21,0
08/04/2015,122.0,"Evelyn, George, Lesley, Ben",Paul Sinha,4,16000.0,20,8,False,False,0,4
09/04/2015,123.0,"Greg, Dan, Janet, Kathryn",Mark Labbett,4,20000.0,18,8,False,True,6,0
10/04/2015,124.0,"David, Jo, Andrew, Lynne",Shaun Wallace,1,50000.0,9,8,False,True,73,0
13/04/2015,125.0,"Ian, Carol, Detta, Andrew",Mark Labbett,2,14000.0,18,8,False,True,25,0
14/04/2015,126.0,"Tom, Katy, Patricia, Mick",Anne Hegerty,3,17000.0,19,8,False,False,0,2
15/04/2015,127.0,"Jon, Sophie, Orris, Fiona",Shaun Wallace,1,4000.0,6,8,False,True,48,0
16/04/2015,128.0,"Andy, Karen, Scarlett, Simon",Anne Hegerty,4,19000.0,20,8,False,True,14,0
17/04/2015,129.0,"Vince, Melanie, Bronwen, Jason",Paul Sinha,3,19000.0,16,8,False,True,7,0
01/06/2015,130.0,"Chloe, Barry, Ann, Steve",Shaun Wallace,2,12000.0,15,8,False,False,0,2
02/06/2015,43.0,"Steve, Lisa, Kaitlin, Allan",Mark Labbett,2,8000.0,14,8,False,True,60,0
03/06/2015,132.0,"Mike, Andy, Dotty, Richard",Paul Sinha,4,60000.0,22,8,False,False,0,10
04/06/2015,133.0,"Jeffry, Graham, Nadia, Amanda",Anne Hegerty,2,12000.0,13,8,False,True,49,0
05/06/2015,134.0,"John, Kathy, Jenny, Yousuf",Paul Sinha,3,9000.0,16,8,False,True,23,0
08/06/2015,135.0,"Hazel, Colin, Simon, Benedict",Anne Hegerty,3,13000.0,17,8,False,True,32,0
09/06/2015,136.0,"John, Hazel, Bridget, Dean",Shaun Wallace,2,70000.0,13,8,False,True,22,0
10/06/2015,137.0,"Steve, Yinka, Stuart, Therese",Paul Sinha,3,14000.0,18,8,False,True,3,0
11/06/2015,138.0,"Terry, Dave, Nicola, Sian",Anne Hegerty,3,45000.0,20,8,False,False,0,2
12/06/2015,139.0,"Nicola, Mark, Hannah, Oli",Mark Labbett,1,6000.0,13,8,False,True,10,0
15/06/2015,140.0,"Fran, Shannon, Connor, Krys",Paul Sinha,3,30000.0,13,8,False,True,29,0
16/06/2015,141.0,"Kathie, Paul, Brogan, Lindsey",Mark Labbett,2,8000.0,18,8,False,True,2,0
17/06/2015,142.0,"Craig, Rakesh, Amy, Lauren",Shaun Wallace,3,90000.0,20,8,False,False,0,6
18/06/2015,143.0,"Ivan, Vikki, Tim, Pete",Mark Labbett,3,15000.0,15,8,False,True,29,0
19/06/2015,144.0,"Duncan, Hayley, Rowan, Stephanie",Paul Sinha,2,12000.0,14,8,False,True,36,0
24/06/2015,146.0,"Gareth, Meriel, George, Tina",Anne Hegerty,1,7000.0,11,8,False,True,65,0
03/07/2015,145.0,"Simon, Denise, Karina, Ryan",Anne Hegerty,2,9000.0,15,8,False,True,41,0
22/06/2015,1.0,"Rakhesh, Lesley, Marc, Sarah",Paul Sinha,3,36000.0,19,9,False,True,18,0
23/06/2015,46.0,"Dan, Marlene, Rosie, Adam",Mark Labbett,4,24000.0,22,9,False,False,0,10
25/06/2015,3.0,"Paula, Joel, Lucy, Neil",Shaun Wallace,2,8000.0,20,9,False,True,11,0
26/06/2015,4.0,"Graham, Nathan, Marian, Patricia",Mark Labbett,3,30000.0,21,9,False,True,0,0
29/06/2015,5.0,"Nic, Andy, Mo, Geoff",Shaun Wallace,2,10000.0,12,9,False,True,3,0
30/06/2015,6.0,"Andrea, Dave, Suzi, Zak",Paul Sinha,3,15000.0,20,9,False,True,6,0
01/07/2015,7.0,"Andrew, Kevin, Betty, Will",Anne Hegerty,2,9000.0,15,9,False,False,0,1
02/07/2015,8.0,"Barry, Viv, Matt, Sally",Mark Labbett,1,50000.0,15,9,False,True,44,0
06/07/2015,9.0,"Steve, Olivia, Elaine, Terry",Anne Hegerty,2,4400.0,17,9,False,True,1,0
07/07/2015,10.0,"Paul, Ian, Olivia, Gill",Shaun Wallace,4,18000.0,19,9,False,False,0,2
08/07/2015,11.0,"Rachel, Evadne, Nick, Micky",Paul Sinha,1,3000.0,13,9,False,True,21,0
09/07/2015,12.0,"Jim, Adam, Shelley, Amy",Mark Labbett,3,14000.0,20,9,False,False,0,10
10/07/2015,13.0,"Steve, Kat, John, Jayne",Shaun Wallace,2,2000.0,10,9,False,True,54,0
13/07/2015,14.0,"Louise, Neil, Simon, Jane",Mark Labbett,2,32000.0,19,9,False,True,20,0
14/07/2015,15.0,"Michele, Jack, Francesco, Eileen",Anne Hegerty,1,8000.0,16,9,False,True,19,0
15/07/2015,16.0,"Ryan, Sandy, Jean, Daz",Paul Sinha,4,21000.0,19,9,False,False,0,3
16/07/2015,17.0,"Kay, Ellie, Dave, Arthur",Shaun Wallace,3,9000.0,20,9,False,True,1,0
17/07/2015,18.0,"John, Ian, Alix, Zoe",Paul Sinha,2,5000.0,17,9,False,True,30,0
20/07/2015,19.0,"Neil, Celia, Simon, Jodie",Mark Labbett,3,9000.0,15,9,False,True,27,0
21/07/2015,20.0,"Hamish, Kathy, Stephen, Marjorie",Anne Hegerty,4,12000.0,18,9,False,True,13,0
22/07/2015,21.0,"Sarah, Danny, Liz, Adrian",Paul Sinha,3,20000.0,18,9,False,True,9,0
23/07/2015,22.0,"Alan, Sally, Dom, Jemma",Anne Hegerty,4,16000.0,21,9,False,False,0,8
24/07/2015,23.0,"Lennie, Tim, Alison, Matthew",Shaun Wallace,3,6000.0,16,9,False,True,18,0
27/07/2015,24.0,"Brian, Sarah, Brad, Hannah",Shaun Wallace,3,16000.0,15,9,False,True,44,0
28/07/2015,25.0,"David, Sue, Dan, Tass",Mark Labbett,4,20000.0,18,9,False,True,18,0
29/07/2015,26.0,"Dave, Ian, Hayley, Jeannette",Shaun Wallace,2,7000.0,14,9,False,False,0,2
30/07/2015,27.0,"Jeannie, Mark, Kevin, Carly",Anne Hegerty,3,10200.0,19,9,False,True,5,0
31/07/2015,28.0,"Brian, Ian, Lauren, Tracy",Paul Sinha,2,10000.0,13,9,False,True,52,0
31/08/2015,29.0,"Alf, Kelly, Gina, Andy",Anne Hegerty,3,17000.0,17,9,False,True,7,0
01/09/2015,30.0,"Richie, Mark, Lina, Sue",Paul Sinha,2,6000.0,10,9,False,True,37,0
02/09/2015,31.0,"Edward, Fiona, Ian, Amanda",Jenny Ryan,4,20000.0,21,9,False,True,14,0
03/09/2015,32.0,"Martin, Carina, Charlotte, David",Mark Labbett,3,60000.0,17,9,False,False,0,2
04/09/2015,33.0,"Bobby, Elaine, John, Charlotte",Shaun Wallace,1,1000.0,9,9,False,True,8,0
07/09/2015,34.0,"Stuart, Claire, Amie, Roy",Jenny Ryan,2,12000.0,17,9,False,True,25,0
08/09/2015,35.0,"Emma, Victor, Geoff, Lucy",Shaun Wallace,2,34000.0,15,9,False,True,13,0
09/09/2015,36.0,"Nathan, Deborah, Mark, Mandy",Anne Hegerty,2,13000.0,14,9,False,False,0,6
10/09/2015,37.0,"Tim, Bindu, Seb, Cathy",Mark Labbett,2,8000.0,12,9,False,True,24,0
11/09/2015,38.0,"Darren, Christine, Becky, Ben",Paul Sinha,3,22000.0,19,9,False,False,0,5
14/09/2015,39.0,"Nathalie, Brendan, Sue, Lewis",Anne Hegerty,1,2000.0,12,9,False,True,42,0
15/09/2015,40.0,"Grant, Alice, Lee, Ryan",Shaun Wallace,3,13000.0,21,9,False,False,0,2
16/09/2015,41.0,"Luke, Russell, Michelle, Lisa",Paul Sinha,4,19000.0,20,9,False,True,4,0
17/09/2015,42.0,"Linda, Andrew, Siobhan, Shaun",Mark Labbett,2,2000.0,14,9,False,True,39,0
18/09/2015,43.0,"Vanessa, Christian, Lauren, Geoff",Shaun Wallace,1,8000.0,13,9,False,True,35,0
21/09/2015,44.0,"Chris, Lauren, Tom, Pauline",Paul Sinha,3,37000.0,14,9,False,True,37,0
22/09/2015,45.0,"Brian, Matthew, Fiona, Laura",Shaun Wallace,2,11000.0,11,9,False,True,46,0
24/09/2015,2.0,"Steve, Fi, Mike, Sue",Mark Labbett,4,56000.0,23,9,False,False,0,6
25/09/2015,47.0,"Jonty, Heather, Tim, Pat",Anne Hegerty,4,17000.0,19,9,False,True,19,0
28/09/2015,48.0,"Molly, Stephen, Natalie, Dave",Anne Hegerty,3,14000.0,12,9,False,True,64,0
29/09/2015,49.0,"Paul, Aimee, Dave, Carole",Paul Sinha,3,20000.0,19,9,False,False,0,1
30/09/2015,50.0,"John, Kate, Sian, Steve",Jenny Ryan,1,5000.0,15,9,False,True,26,0
02/10/2015,51.0,"Dave, Joel, Kim, Judy",Shaun Wallace,4,22000.0,17,9,False,True,24,0
05/10/2015,52.0,"Ian, Kath, Simon, Becky",Shaun Wallace,2,50000.0,13,9,False,True,1,0
06/10/2015,53.0,"Tony, Fiona, Nicola, Davie",Anne Hegerty,2,13000.0,17,9,False,True,28,0
08/10/2015,54.0,"Claire, Ayo, Julie, Aaron",Jenny Ryan,3,12000.0,17,9,False,False,0,1
09/10/2015,55.0,"Barbara, Thomas, Michelle, David",Mark Labbett,3,15000.0,16,9,False,True,19,0
12/10/2015,56.0,"Sabrina, Pete, Chloe, Gerald",Anne Hegerty,3,18000.0,21,9,False,False,0,6
13/10/2015,57.0,"Julie, Davina, Kyle, Steven",Mark Labbett,3,19000.0,17,9,False,True,22,0
14/10/2015,58.0,"Tina, Alan, Rani, Martin",Anne Hegerty,1,6000.0,13,9,False,True,45,0
15/10/2015,59.0,"Theo, Amy, Bobby, Lisa",Shaun Wallace,4,20300.0,19,9,False,False,0,7
16/10/2015,60.0,"Russell, Heather, Tom, Ciara",Paul Sinha,3,18000.0,15,9,False,True,1,0
19/10/2015,61.0,"Pete, Hayley, Carl, Rita",Mark Labbett,1,8000.0,14,9,False,True,49,0
20/10/2015,62.0,"Simon, James, Tricia, Richard",Paul Sinha,2,13000.0,12,9,False,True,10,0
21/10/2015,63.0,"Natalie, Julie, Ashley, Simon",Anne Hegerty,1,50000.0,14,9,False,True,25,0
22/10/2015,64.0,"Gary, Judith, Kelly, Olly",Mark Labbett,3,14000.0,17,9,False,False,0,1
23/10/2015,65.0,"David, Claire, Cameron, Rachael",Shaun Wallace,2,9000.0,11,9,False,True,44,0
26/10/2015,66.0,"Wayne, Emily, Ruth, Dave",Shaun Wallace,3,12000.0,14,9,False,True,12,0
27/10/2015,67.0,"John, Emma, Janice, Harry",Anne Hegerty,2,15000.0,17,9,False,True,5,0
28/10/2015,68.0,"Andrew, Lynfa, Joe, Maria",Paul Sinha,3,41000.0,26,9,False,False,0,13
29/10/2015,69.0,"Gary, Louise, Liam, Victoria",Jenny Ryan,3,11000.0,18,9,False,True,7,0
30/10/2015,70.0,"Jon, Liz, Trish, Lol",Mark Labbett,2,14000.0,16,9,False,True,22,0
02/11/2015,71.0,"Hilary, Adam, Jack, Eileen",Paul Sinha,2,13000.0,14,9,False,True,9,0
03/11/2015,72.0,"Lindsay, Mike, Richard, Ann",Mark Labbett,3,14000.0,14,9,False,True,12,0
04/11/2015,73.0,"Tracy, Tony, Stephanie, Kyle",Anne Hegerty,3,8000.0,15,9,False,True,21,0
05/11/2015,74.0,"Brian, Liis, David, Marie",Shaun Wallace,3,45000.0,19,9,False,False,0,9
06/11/2015,75.0,"Tim, Margaret, Beckie, Nick",Paul Sinha,1,2000.0,10,9,False,True,68,0
09/11/2015,76.0,"Brian, Anna, Kev, Joyce",Anne Hegerty,3,20000.0,16,9,False,True,38,0
10/11/2015,77.0,"Daniel, Liz, Mike, Barbara",Shaun Wallace,0,4000.0,13,9,False,True,15,0
11/11/2015,78.0,"Stewart, Donnalee, Daz, Rosie",Jenny Ryan,3,11000.0,16,9,False,False,0,1
12/11/2015,79.0,"Kieran, Kath, Emma, Brian",Mark Labbett,4,18000.0,17,9,False,True,2,0
13/11/2015,80.0,"John, Pete, Grace, Julie",Paul Sinha,4,56000.0,18,9,False,True,11,0
16/11/2015,81.0,"Paul, Tina, Alex, Laura",Anne Hegerty,3,16000.0,17,9,False,True,3,0
17/11/2015,82.0,"Chris, Helen, Pam, Steve",Paul Sinha,2,9000.0,17,9,False,True,19,0
18/11/2015,83.0,"Lucille, Nicola, Rachael, Jack",Shaun Wallace,2,9000.0,17,9,False,True,8,0
19/11/2015,84.0,"Maggi, Iain, Lewis, Ellen",Mark Labbett,2,32000.0,16,9,False,True,6,0
20/11/2015,85.0,"Lacksley, Mhorag, Lisa, Garath",Shaun Wallace,4,16000.0,19,9,False,False,0,4
23/11/2015,86.0,"Jan, Chris, Nicola, Billy",Paul Sinha,2,6000.0,14,9,False,True,55,0
24/11/2015,87.0,"John, Lyn, Lesley, Matthew",Anne Hegerty,0,4000.0,10,9,False,True,50,0
25/11/2015,88.0,"Janice, Sarah, Kevin, Ovie",Mark Labbett,4,62000.0,24,9,False,False,0,11
26/11/2015,89.0,"Judy, Liam, John, Cassie",Jenny Ryan,2,4200.0,16,9,False,True,32,0
27/11/2015,90.0,"Alan, Julie, Bryn, Sohaila",Shaun Wallace,3,15000.0,16,9,False,True,10,0
30/11/2015,91.0,"Robert, Mary, Katie, Joel",Mark Labbett,1,5000.0,14,9,False,True,25,0
01/12/2015,92.0,"Amy, Paul, Tatum, Dave",Shaun Wallace,2,70000.0,15,9,False,True,2,0
02/12/2015,93.0,"Adam, Janice, John, Deanne",Paul Sinha,3,9000.0,19,9,False,False,0,2
03/12/2015,94.0,"John, Ann, Phil, Kelly",Anne Hegerty,2,13000.0,19,9,False,True,4,0
04/12/2015,95.0,"Dav, Manoj, Susan, Louise",Paul Sinha,2,5100.0,9,9,False,True,25,0
07/12/2015,96.0,"Gaynor, Tony, Richard, Jenny",Shaun Wallace,3,13000.0,17,9,False,True,35,0
