Date,Episode,Team,Chaser,NPlayersFinal,PrizeFund,Target,Series,isCelebrity,ChaserWin,ChaserWinBy,ChaserLoseBy
08/12/2015,97.0,"Andy, Karryn, Chris, Tom",Anne Hegerty,3,45000.0,19,9,False,False,0,2
09/12/2015,98.0,"Sarah, Paul, Mary, Danny",Paul Sinha,2,9000.0,14,9,False,True,51,0
10/12/2015,99.0,"Dave, Charlotte, Carmen, Roland",Jenny Ryan,0,4000.0,10,9,False,True,32,0
11/12/2015,100.0,"Helen, Charlotte, Alex, Maureen",Mark Labbett,2,9000.0,17,9,False,False,0,2
14/12/2015,101.0,"Angela, James, Steve, Abbie",Paul Sinha,3,9000.0,20,9,False,True,7,0
15/12/2015,102.0,"Adam, Liz, Christina, Kwame",Anne Hegerty,0,4000.0,11,9,False,True,56,0
16/12/2015,103.0,"Phill, Becky, Kathy, Af",Shaun Wallace,3,14000.0,14,9,False,True,8,0
17/12/2015,104.0,"Michael, June, Karen, Elliott",Jenny Ryan,4,16000.0,18,9,False,False,0,4
04/01/2016,111.0,"Sarah, Vanessa, Eric, Nigel",Mark Labbett,1,6000.0,17,9,False,True,15,0
05/01/2016,112.0,"Nicki, Hannah, Michelle, Mark",Jenny Ryan,2,11000.0,17,9,False,False,0,3
06/01/2016,113.0,"Tom, Jacqui, Sam, Jill",Anne Hegerty,4,40000.0,19,9,False,True,1,0
07/01/2016,114.0,"Andy, Stuart, Steph, Jo",Paul Sinha,3,60000.0,21,9,False,False,0,4
08/01/2016,115.0,"Lucy, Dipak, Emilie, Freddie",Shaun Wallace,2,3000.0,15,9,False,True,30,0
11/01/2016,116.0,"Nigel, Aubrey, Jill, Lorraine",Anne Hegerty,2,8000.0,16,9,False,True,31,0
12/01/2016,117.0,"Robin, Chris, Ash, Casey",Shaun Wallace,4,26000.0,16,9,False,True,44,0
13/01/2016,118.0,"Akeem, Norma, Dan, Kate",Anne Hegerty,3,40000.0,23,9,False,False,0,1
14/01/2016,119.0,"Ethan, Susan, Beth, Colin",Paul Sinha,4,19000.0,17,9,False,True,13,0
15/01/2016,120.0,"Stewart, Jo, Ben, Charlotte",Mark Labbett,2,40000.0,11,9,False,True,34,0
18/01/2016,121.0,"Andy, Carline, Del, Dave",Mark Labbett,1,4000.0,15,9,False,True,15,0
19/01/2016,122.0,"Ian, Hannah, Rob, Teri",Shaun Wallace,3,8000.0,17,9,False,False,0,4
20/01/2016,123.0,"David, Viv, Carrieann, Richard",Anne Hegerty,2,10000.0,13,9,False,True,38,0
21/01/2016,124.0,"Dan, Katie, Mary, Jim",Jenny Ryan,3,14000.0,16,9,False,False,0,2
22/01/2016,125.0,"Matthew, Vikki, Maggie, Leigh",Paul Sinha,3,13000.0,18,9,False,True,14,0
25/01/2016,177.0,"Ollie, Wilson, Victoria, Kavi",Anne Hegerty,3,12000.0,16,9,False,True,49,0
26/01/2016,127.0,"Lyn, Mike, Rebecca, Claire",Shaun Wallace,3,14000.0,14,9,False,True,1,0
27/01/2016,128.0,"Annie, Tom, Matt, Joyce",Mark Labbett,3,42000.0,25,9,False,False,0,2
28/01/2016,129.0,"Kate, John, Francis, Julie",Paul Sinha,2,10000.0,14,9,False,True,36,0
29/01/2016,130.0,"Oliver, Hannah, Mike, Tiana",Mark Labbett,3,34000.0,18,9,False,True,18,0
01/02/2016,131.0,"Isabelle, Andrew, Susan, Nic",Paul Sinha,4,22000.0,24,9,False,False,0,5
02/02/2016,132.0,"Kris, Paschal, Michelle, Gaynor",Mark Labbett,2,5300.0,13,9,False,True,36,0
03/02/2016,133.0,"Chris, Dominique, Jessica, Simon",Anne Hegerty,3,12000.0,13,9,False,True,24,0
04/02/2016,134.0,"Kel, Jo, Jim, Lucy",Paul Sinha,2,4000.0,13,9,False,True,39,0
05/02/2016,135.0,"Adam, Gill, Glen, Beryl",Shaun Wallace,1,4000.0,16,9,False,True,17,0
08/02/2016,136.0,"David, Bill, Bobbie, Kathryn",Anne Hegerty,2,11000.0,13,9,False,True,4,0
09/02/2016,175.0,"Cris, Wendy, Natalie, Louis",Mark Labbett,4,24000.0,17,9,False,True,39,0
10/02/2016,138.0,"Damian, Pam, Richard, Rhiannon",Anne Hegerty,3,11000.0,19,9,False,False,0,5
11/02/2016,139.0,"Cathie, Dave, Steve, Mari-Anne",Paul Sinha,2,9000.0,14,9,False,True,40,0
12/02/2016,106.0,"Iain, Natalie, Kerri-Ann, Brian",Jenny Ryan,1,2000.0,9,9,False,True,31,0
15/02/2016,179.0,"Gareth, Sarah, Ronnie, Becky",Paul Sinha,1,5000.0,12,9,False,True,58,0
16/02/2016,142.0,"Paul, Nick, Melika, Rhonda",Jenny Ryan,3,16000.0,16,9,False,False,0,4
17/02/2016,143.0,"Heather, Matt, Lee, Eldin",Shaun Wallace,2,7000.0,16,9,False,True,20,0
18/02/2016,144.0,"Bruce, Junaid, Sophie, Gilly",Anne Hegerty,2,5001.0,15,9,False,True,31,0
19/02/2016,145.0,"Andy, Dan, Karen, Jody",Mark Labbett,1,8000.0,13,9,False,True,52,0
22/02/2016,146.0,"Ian, Caroline, Jess, Darren",Anne Hegerty,2,15000.0,16,9,False,True,13,0
23/02/2016,147.0,"Tim, Andy, Lorraine, Iain",Mark Labbett,3,18000.0,15,9,False,True,15,0
24/02/2016,148.0,"Rob, Debra, Paride, Haley",Shaun Wallace,2,50000.0,12,9,False,True,2,0
25/02/2016,178.0,"Andrew, Tony, Nadia, Annie",Mark Labbett,4,35000.0,22,9,False,False,0,2
26/02/2016,150.0,"Nick, Amber, Paul, Charlotte",Paul Sinha,2,7000.0,9,9,False,True,64,0
29/02/2016,151.0,"Jenny, Nigel, Ram, Elaine",Mark Labbett,2,26000.0,12,9,False,True,56,0
01/03/2016,152.0,"John, Alix, Helen, Benjamin",Paul Sinha,4,25000.0,21,9,False,False,0,2
02/03/2016,153.0,"Olly, Graham, Frances, Libby",Jenny Ryan,3,10000.0,17,9,False,True,31,0
03/03/2016,154.0,"Jan, Shireen, Matt, Jacob",Shaun Wallace,2,9000.0,11,9,False,True,15,0
04/03/2016,155.0,"Damian, Kayleigh, Penny, Ross",Anne Hegerty,4,31000.0,17,9,False,True,12,0
07/03/2016,156.0,"Linda, Ashleigh, Trevor, Stuart",Paul Sinha,2,9000.0,20,9,False,True,4,0
08/03/2016,157.0,"Jack, Tricia, Chloe, Shaun",Anne Hegerty,3,17000.0,20,9,False,True,20,0
09/03/2016,158.0,"Elaine, Ian, Jacob, Shirley",Mark Labbett,2,11000.0,20,9,False,False,0,7
10/03/2016,159.0,"Simon, Pindy, Tiffany, Naomi",Shaun Wallace,1,5000.0,10,9,False,True,46,0
11/03/2016,160.0,"Jenny, Junaid, Diane, Mick",Mark Labbett,1,60000.0,11,9,False,True,40,0
14/03/2016,161.0,"Stan, Jo, Azhar, Angie",Shaun Wallace,4,20000.0,18,9,False,True,21,0
15/03/2016,162.0,"Scott, Samira, Richard, Jo",Jenny Ryan,0,4000.0,12,9,False,False,0,1
16/03/2016,163.0,"Kim, Mark, Brian, Gwyneth",Mark Labbett,2,45000.0,17,9,False,True,20,0
17/03/2016,164.0,"James, Marie, Irene, Owen",Anne Hegerty,2,11000.0,15,9,False,True,14,0
18/03/2016,110.0,"David, Hannah, Jake, Adele",Paul Sinha,2,9000.0,15,9,False,True,6,0
21/03/2016,166.0,"Sue, Kim, Max, Tom",Anne Hegerty,2,13000.0,13,9,False,True,35,0
22/03/2016,167.0,"Adam, Ash, Lyn, Kerr",Jenny Ryan,3,8000.0,18,9,False,True,20,0
23/03/2016,168.0,"Martin, Nina, Ben, Carl",Paul Sinha,1,4000.0,11,9,False,True,26,0
24/03/2016,169.0,"Will, Nick, Lucie, Emily",Shaun Wallace,3,30000.0,16,9,False,False,0,3
25/03/2016,170.0,"Paul, Robin, Rupinda, Donna",Mark Labbett,2,10000.0,11,9,False,True,71,0
28/03/2016,171.0,"Trevor, Ruth, Jeff, Marge",Shaun Wallace,2,6000.0,16,9,False,True,37,0
29/03/2016,172.0,"Mickey, Hazel, Helen, Roy",Paul Sinha,3,75000.0,21,9,False,False,0,1
30/03/2016,173.0,"Laura, Anthony, Rosie, Jude",Jenny Ryan,3,10000.0,15,9,False,True,55,0
31/03/2016,174.0,"Tariq, Denika, Archie, Steve",Anne Hegerty,3,12000.0,18,9,False,True,28,0
01/04/2016,137.0,"Nick, Eamon, Simone, Danielle",Mark Labbett,2,11000.0,13,9,False,True,54,0
04/04/2016,176.0,"Ben, Anne, Wez, Christine",Jenny Ryan,3,5400.0,16,9,False,True,34,0
05/04/2016,126.0,"Tony, Chris, Lucy, June",Anne Hegerty,2,10000.0,12,9,False,True,37,0
06/04/2016,149.0,"Pete, Brad, Sheila, Maddy",Mark Labbett,4,27000.0,20,9,False,False,0,6
07/04/2016,141.0,"Pete, Sheila, Maisie, Noel",Paul Sinha,3,54000.0,18,9,False,True,1,0
08/04/2016,107.0,"Kevin, Paula, Max, Louise",Shaun Wallace,1,60000.0,7,9,False,True,67,0
11/04/2016,180.0,"Lee, Paul, Rosie, Hayley",Shaun Wallace,3,17000.0,16,9,False,False,0,2
12/04/2016,165.0,"Rafey, Rhona, Nikki, Kyron",Paul Sinha,2,20000.0,14,9,False,True,44,0
13/04/2016,181.0,"Joe, David, Tasha, Jean",Anne Hegerty,2,7300.0,19,9,False,True,1,0
14/04/2016,182.0,"Andy, Wendy, Jonny, Maureen",Jenny Ryan,2,11000.0,16,9,False,False,0,2
19/04/2016,109.0,"Jason, Alison, Melissa, Mark",Anne Hegerty,1,2000.0,14,9,False,True,32,0
20/04/2016,185.0,"Ken, Evelyn, Andrew, Hannah",Mark Labbett,3,16000.0,16,9,False,False,0,10
22/04/2016,140.0,"Stuart, Janine, Roly, Susan",Jenny Ryan,4,14000.0,14,9,False,True,37,0
25/04/2016,183.0,"Martin, Adam, Davina, Barbara",Jenny Ryan,2,4000.0,13,9,False,True,50,0
26/04/2016,184.0,"Mark, Jay, Gladys, Liz",Paul Sinha,3,15000.0,21,9,False,False,0,2
27/04/2016,186.0,"Neil, Tim, Sammie, Alison",Shaun Wallace,2,5000.0,16,9,False,True,32,0
28/04/2016,187.0,"Emma, Jim, Mark, Christine",Anne Hegerty,1,500.0,8,9,False,True,67,0
29/04/2016,188.0,"Alan, Dave, Kate, Gill",Paul Sinha,4,60000.0,20,9,False,True,25,0
04/05/2016,108.0,"Sonny, Sheila, Ric, Mark",Mark Labbett,2,14000.0,22,9,False,False,0,2
16/05/2016,189.0,"Tony, Adam, Larissa, Siobhan",Jenny Ryan,4,19000.0,17,9,False,False,0,5
06/09/2016,190.0,"Sandra, Jonathan, Chloe, Eamonn",Jenny Ryan,3,75000.0,17,9,False,False,0,3
15/04/2016,1.0,"Joe, Liz, Helen, Paul",Mark Labbett,1,20000.0,11,10,False,True,47,0
18/04/2016,2.0,"Jim, Jessica, Mark, Marina",Shaun Wallace,4,21000.0,19,10,False,True,4,0
21/04/2016,3.0,"Chris, Steve, Lucie, Barbara",Paul Sinha,1,4000.0,16,10,False,True,44,0
02/05/2016,4.0,"Darren, Margaret, Cara, Chris",Anne Hegerty,4,24000.0,17,10,False,True,32,0
03/05/2016,5.0,"James, Rihana, Ellis, Rob",Jenny Ryan,3,13000.0,14,10,False,True,12,0
05/05/2016,6.0,"Paula, Louisa, Ian, Lee",Shaun Wallace,1,4000.0,10,10,False,True,49,0
06/05/2016,7.0,"Philip, Anthony, Dani, Gaynor",Paul Sinha,2,50000.0,17,10,False,True,46,0
09/05/2016,8.0,"Chris, Claire, Steve, Jane",Shaun Wallace,2,12000.0,16,10,False,True,8,0
10/05/2016,9.0,"Harry, James, Rachel, Margaret",Anne Hegerty,2,10000.0,19,10,False,False,0,1
11/05/2016,10.0,"Stewart, Joe, Pat, Tom",Mark Labbett,2,12000.0,21,10,False,True,9,0
12/05/2016,11.0,"Paul, Debs, Rebecca, George",Paul Sinha,3,15000.0,21,10,False,True,15,0
13/05/2016,12.0,"Gregor, Jo, Lisa, Richard",Anne Hegerty,0,4000.0,14,10,False,True,45,0
17/05/2016,13.0,"Jemma, Divesh, Kevin, Dot",Paul Sinha,3,14000.0,17,10,False,True,26,0
18/05/2016,14.0,"Matt, Fergus, Emma, Dot",Mark Labbett,3,10000.0,16,10,False,True,3,0
19/05/2016,15.0,"Ernie, Anita, Amy, Matt",Shaun Wallace,3,20000.0,16,10,False,False,0,11
20/05/2016,16.0,"Andrew, Jamie, Emma, Gail",Anne Hegerty,2,5000.0,17,10,False,True,19,0
23/05/2016,17.0,"Steve, Virinder, Julie, Pat",Mark Labbett,2,10000.0,18,10,False,True,20,0
24/05/2016,18.0,"Saroop, Karen, Milo, Natalie",Jenny Ryan,3,13200.0,15,10,False,True,33,0
25/05/2016,19.0,"Andrew, Joe, Sara, Paddy",Paul Sinha,3,20000.0,20,10,False,False,0,9
26/05/2016,20.0,"Katie, Graham, Craig, Debra",Anne Hegerty,4,23000.0,16,10,False,True,5,0
27/05/2016,21.0,"Pam, Brendon, Toni, Phillip",Shaun Wallace,2,7000.0,13,10,False,True,56,0
30/05/2016,22.0,"Sandy, Ian, Mark, Lorraine",Anne Hegerty,3,60000.0,16,10,False,True,12,0
31/05/2016,23.0,"Chris, Pat, Josh, Beccy",Mark Labbett,3,13000.0,22,10,False,False,0,8
01/06/2016,24.0,"Lyndon, Steve, Victoria, Francesca",Shaun Wallace,1,8000.0,17,10,False,True,25,0
02/06/2016,25.0,"Julia, Mike, Laurie, Andy",Anne Hegerty,3,14000.0,19,10,False,True,8,0
03/06/2016,26.0,"Alan, Kay, John, Sally",Paul Sinha,3,36000.0,17,10,False,True,24,0
06/06/2016,36.0,"Rob, Caroline, Liz, Daniel",Jenny Ryan,1,4000.0,7,10,False,True,71,0
07/06/2016,28.0,"Paula, Steve, Carol, Tom",Paul Sinha,4,22000.0,18,10,False,False,0,3
08/06/2016,29.0,"Nick, Andy, Paula, Helen",Anne Hegerty,2,7000.0,12,10,False,True,29,0
09/06/2016,30.0,"Mary, Scarlett, Terry, Eddie",Mark Labbett,3,15000.0,16,10,False,True,12,0
10/06/2016,58.0,"Tom, Claire, Pratiksha, Jim",Shaun Wallace,3,14000.0,17,10,False,False,0,6
29/08/2016,32.0,"Matt, John, Laura, Barry",Mark Labbett,2,13000.0,14,10,False,True,18,0
30/08/2016,33.0,"Josh, Steven, Amelia, Lynne",Shaun Wallace,1,6000.0,7,10,False,True,75,0
31/08/2016,34.0,"Lucy, Vince, Claudia, Carol",Paul Sinha,3,12000.0,18,10,False,False,0,4
01/09/2016,35.0,"Helen, David, Lewis, Clair",Mark Labbett,4,26000.0,19,10,False,True,19,0
02/09/2016,27.0,"Kevin, Deanna, Caroline, David",Jenny Ryan,2,7000.0,11,10,False,True,31,0
05/09/2016,37.0,"Isabel, John, Angie, Ciaran",Paul Sinha,3,39000.0,17,10,False,True,5,0
07/09/2016,38.0,"Tony, Nicky, Paul, Rose",Shaun Wallace,2,13999.0,17,10,False,True,8,0
08/09/2016,39.0,"Gary, Kay, Richard, Louise",Anne Hegerty,3,13000.0,18,10,False,True,8,0
09/09/2016,40.0,"Kay, Andy, Louise, Dimetrie",Mark Labbett,1,5000.0,8,10,False,True,86,0
12/09/2016,41.0,"Jordan, Vicky, Barry, Kerri",Jenny Ryan,2,9000.0,17,10,False,True,42,0
13/09/2016,42.0,"David, Maureen, Luke, Alison",Mark Labbett,3,39000.0,15,10,False,True,28,0
14/09/2016,43.0,"Anthony, Tricia, Cornel, Julie",Paul Sinha,2,12000.0,16,10,False,True,31,0
15/09/2016,44.0,"Jeremy, Annie, Sarah, Sandeep",Anne Hegerty,4,12000.0,23,10,False,False,0,3
16/09/2016,45.0,"Paul, Annie, Emily, Michael",Shaun Wallace,2,15000.0,16,10,False,True,22,0
19/09/2016,46.0,"Adam, Kevin, Vicki, Carol",Paul Sinha,3,18000.0,19,10,False,True,34,0
20/09/2016,47.0,"Jon, Pamela, Samuel, Susan",Mark Labbett,3,36000.0,17,10,False,False,0,2
21/09/2016,48.0,"Chris, Gail, Joe, Clara",Jenny Ryan,1,6000.0,6,10,False,True,96,0
22/09/2016,49.0,"Phil, Claire, Sian, James",Anne Hegerty,2,10000.0,11,10,False,True,52,0
23/09/2016,50.0,"Chris, Briony, Pat, John",Shaun Wallace,3,60000.0,12,10,False,True,51,0
26/09/2016,51.0,"Chris, Wendy, Alfred, Frances",Paul Sinha,3,17000.0,18,10,False,True,8,0
27/09/2016,52.0,"Mark, Susan, Charlotte, Ganesh",Anne Hegerty,1,6000.0,9,10,False,True,41,0
28/09/2016,53.0,"Geoff, Catherine, Ieuan, Pauline",Mark Labbett,3,20000.0,18,10,False,True,33,0
30/09/2016,55.0,"Catharine, Liam, Ann, Mick",Jenny Ryan,1,100000.0,8,10,False,True,59,0
03/10/2016,56.0,"Luke, Joyce, Huw, Donna",Anne Hegerty,2,9000.0,20,10,False,True,15,0
04/10/2016,57.0,"Damien, Jennifer, Arnie, Carole",Jenny Ryan,1,3000.0,14,10,False,True,35,0
05/10/2016,31.0,"Huw, Sudeh, Thomas, Nadia",Shaun Wallace,1,7000.0,19,10,False,False,0,3
06/10/2016,59.0,"Sue, Garry, Claire, Jemma",Mark Labbett,2,15000.0,18,10,False,True,37,0
07/10/2016,60.0,"Colin, Daniel, Kate, Ali",Paul Sinha,2,13000.0,16,10,False,True,25,0
10/10/2016,61.0,"Reggie, Graham, Lucy, Pauline",Shaun Wallace,3,14000.0,21,10,False,True,25,0
11/10/2016,62.0,"Andy, Melanie, Will, Jenny",Paul Sinha,2,5000.0,14,10,False,False,0,3
12/10/2016,63.0,"Patrick, Annette, Kerry, Jim",Anne Hegerty,2,50000.0,13,10,False,True,51,0
13/10/2016,64.0,"Mike, Gary, Beckie, Susan",Mark Labbett,3,12000.0,23,10,False,True,3,0
14/10/2016,65.0,"Phil, Claudine, Dan, Sonia",Jenny Ryan,3,5000.0,12,10,False,True,67,0
17/10/2016,66.0,"Chris, Jane, Shanice, Bernard",Paul Sinha,3,13100.0,13,10,False,True,64,0
18/10/2016,67.0,"Gabriel, Cat, Alex, Gill",Anne Hegerty,2,8000.0,18,10,False,True,4,0
19/10/2016,68.0,"Daniel, Ollie, Cate, Anne",Mark Labbett,3,10000.0,20,10,False,True,12,0
20/10/2016,69.0,"Ken, Sara, Becky, Edwin",Jenny Ryan,3,12000.0,16,10,False,False,0,1
21/10/2016,70.0,"Aislinn, Keith, Tracey, Darren",Shaun Wallace,4,69000.0,13,10,False,True,51,0
24/10/2016,71.0,"Roger, Laura, Stuart, Vicky",Jenny Ryan,1,7000.0,9,10,False,True,31,0
25/10/2016,72.0,"Omar, Caroline, Ro, Shirley",Shaun Wallace,1,5000.0,14,10,False,True,38,0
26/10/2016,73.0,"Mark, Gill, Kate, Peter",Anne Hegerty,3,13000.0,18,10,False,False,0,3
27/10/2016,74.0,"Andrew, Karen, Ishan, Marie",Paul Sinha,3,13000.0,20,10,False,True,17,0
28/10/2016,75.0,"James, Ben, Sophie, Tony",Mark Labbett,3,60000.0,22,10,False,True,6,0
31/10/2016,76.0,"Paul, Wayne, Shante, Carrie",Anne Hegerty,2,12000.0,18,10,False,True,20,0
01/11/2016,77.0,"Ben, Vivienne, Colette, Jonathan",Mark Labbett,3,17000.0,19,10,False,False,0,5
02/11/2016,78.0,"Matt, Janet, Ben, Suzanne",Jenny Ryan,3,12000.0,18,10,False,True,5,0
03/11/2016,79.0,"Ben, Pat, Vicki, Yvonne",Shaun Wallace,3,44000.0,16,10,False,True,4,0
04/11/2016,80.0,"Tom, Dick, Ann, Harry",Paul Sinha,2,13000.0,16,10,False,True,27,0
07/11/2016,81.0,"Ian, Sally, Kayleigh, Peter",Mark Labbett,3,18000.0,15,10,False,True,5,0
08/11/2016,82.0,"Henry, Natalie, Julia, Mustafa",Paul Sinha,1,4000.0,11,10,False,True,44,0
09/11/2016,83.0,"Derek, James, Gemma, Vanessa",Shaun Wallace,1,10000.0,18,10,False,False,0,1
10/11/2016,84.0,"John, Bill, Abbie, Sarah",Anne Hegerty,2,9000.0,13,10,False,True,22,0
11/11/2016,85.0,"Patricia, Craig, Mark, Kate",Jenny Ryan,1,2000.0,7,10,False,True,86,0
14/11/2016,86.0,"Tom, Veronica, Anne-Marie, James",Shaun Wallace,3,44000.0,15,10,False,True,3,0
15/11/2016,87.0,"Ali, Kit, Lou, David",Anne Hegerty,2,6000.0,16,10,False,True,23,0
16/11/2016,88.0,"Murdo, Renee, Don, Annette",Jenny Ryan,2,7000.0,16,10,False,True,10,0
17/11/2016,89.0,"Charlie, Catherine, Camilla, Will",Paul Sinha,2,30000.0,19,10,False,False,0,2
18/11/2016,90.0,"James, Gill, Nigel, Ali",Mark Labbett,2,12000.0,13,10,False,True,43,0
21/11/2016,91.0,"Sarah, Ewen, Andrea, Dave",Paul Sinha,3,60000.0,19,10,False,True,5,0
22/11/2016,92.0,"Melissa, Paul, Katie, Matt",Anne Hegerty,2,53000.0,20,10,False,False,0,9
23/11/2016,93.0,"Stu, Alex, Ria, Pat",Mark Labbett,2,7000.0,16,10,False,True,44,0
24/11/2016,94.0,"Bryan, Angela, Lucas, Sharon",Jenny Ryan,1,5000.0,11,10,False,True,48,0
25/11/2016,95.0,"Julie, Adam, Claire, Daniel",Shaun Wallace,3,14000.0,16,10,False,True,27,0
28/11/2016,96.0,"Matthew, Jim, Debbie, Sharon",Anne Hegerty,4,22000.0,19,10,False,True,17,0
29/11/2016,97.0,"Salman, Glynis, Rory, Claire",Shaun Wallace,0,4000.0,19,10,False,True,10,0
30/11/2016,98.0,"Colin, Pat, Ajay, Paul",Jenny Ryan,3,9000.0,16,10,False,False,0,1
01/12/2016,99.0,"Joanne, Richard, Sandra, Ryan",Paul Sinha,2,56000.0,14,10,False,True,47,0
02/12/2016,100.0,"Stephen, Lee, Miranda, Alison",Mark Labbett,2,11000.0,13,10,False,True,55,0
05/12/2016,101.0,"Mark, Sam, Ian, Diane",Anne Hegerty,3,9000.0,19,10,False,True,2,0
06/12/2016,102.0,"Parin, Sandy, John, Sue",Shaun Wallace,2,12000.0,14,10,False,True,24,0
07/12/2016,103.0,"Matt, Julie, Brad, Pippa",Jenny Ryan,1,4000.0,12,10,False,True,58,0
08/12/2016,104.0,"Terry, Vicki, Trish, Michael",Mark Labbett,3,60000.0,22,10,False,False,0,5
09/12/2016,105.0,"Ian, Hannah, Cilla, Stephen",Paul Sinha,2,7000.0,16,10,False,True,28,0
12/12/2016,106.0,"Daniel, Kat, Marcia, Geoff",Shaun Wallace,3,22000.0,14,10,False,True,40,0
13/12/2016,107.0,"Helen, Adam, Jan, Mick",Anne Hegerty,2,9000.0,20,10,False,True,28,0
14/12/2016,108.0,"Nik, Chris, Ross, Jaime",Paul Sinha,3,16000.0,16,10,False,True,11,0
15/12/2016,109.0,"Tom, Stella, Rosie, Justin",Shaun Wallace,4,42000.0,19,10,False,False,0,3
16/12/2016,110.0,"Neil, Sergio, Kathy, Andrea",Mark Labbett,3,22000.0,21,10,False,True,16,0
02/01/2017,115.0,"Trevor, Beth, Liz, Patrick",Jenny Ryan,2,2000.0,10,10,False,True,43,0
03/01/2017,112.0,"Nigel, CJ, Claire, Jo",Mark Labbett,2,12000.0,19,10,False,True,2,0
04/01/2017,113.0,"Jill, Terry, Narmy, Henri",Anne Hegerty,3,61000.0,22,10,False,False,0,3
05/01/2017,114.0,"Linda, Andy, Georgia, Frank",Paul Sinha,2,10000.0,11,10,False,True,62,0
06/01/2017,111.0,"Bill, Sam, Jack, Lorraine",Shaun Wallace,2,9000.0,15,10,False,False,0,2
09/01/2017,124.0,"Tom, Julie, Marie, Ian",Anne Hegerty,3,14000.0,18,10,False,True,5,0
10/01/2017,132.0,"Lee, Brian, Rebecca, Carmella",Paul Sinha,2,17000.0,20,10,False,False,0,4
11/01/2017,118.0,"Becca, Don, Janette, Ronnie",Mark Labbett,2,13000.0,16,10,False,True,22,0
12/01/2017,119.0,"Steve, Sharon, Dan, Annis",Shaun Wallace,4,21000.0,15,10,False,True,7,0
13/01/2017,120.0,"Jack, Sharon, Jules, Gordon",Jenny Ryan,0,4000.0,13,10,False,True,31,0
16/01/2017,121.0,"Michael, Rebecca, Chris, Asham",Shaun Wallace,1,4000.0,16,10,False,False,0,4
17/01/2017,122.0,"Euan, Peter, Chanelle, Linda",Paul Sinha,2,64000.0,13,10,False,True,52,0
18/01/2017,123.0,"Alan, Katie, Dwaine, Sam",Mark Labbett,2,15000.0,17,10,False,False,0,3
19/01/2017,116.0,"Sam, Chris, Andrea, Vince",Anne Hegerty,3,16000.0,23,10,False,True,3,0
23/01/2017,126.0,"Beth, David, Shirley, Kenny",Mark Labbett,2,11000.0,13,10,False,True,59,0
24/01/2017,127.0,"Clare, Bill, Geoff, Stephanie",Shaun Wallace,3,14000.0,17,10,False,False,0,3
25/01/2017,128.0,"Ian, Richard, Natasha, Coral",Paul Sinha,0,4000.0,15,10,False,True,34,0
26/01/2017,129.0,"Dave, Steve, Katie, Liz",Anne Hegerty,3,16000.0,20,10,False,False,0,1
27/01/2017,130.0,"Andy, Catherine, Jimmy, Clohe",Jenny Ryan,2,4000.0,16,10,False,True,28,0
30/01/2017,190.0,"Olivia, Albie, Tamrin, Neal",Anne Hegerty,2,60000.0,11,10,False,True,19,0
31/01/2017,117.0,"Jason, Kevin, Katy, Emma",Paul Sinha,2,46000.0,16,10,False,False,0,2
01/02/2017,139.0,"Pat, Mick, Chester, Sally",Jenny Ryan,3,9000.0,16,10,False,True,23,0
02/02/2017,134.0,"Chris, John, Antonia, Tamsin",Paul Sinha,4,21000.0,15,10,False,True,20,0
03/02/2017,135.0,"Ciro, Paiton, Simon, Anne",Shaun Wallace,3,15000.0,17,10,False,False,0,1
06/02/2017,136.0,"Paul, Marion, Kerry, Dean",Paul Sinha,2,13000.0,18,10,False,False,0,4
07/02/2017,137.0,"Michael, Callum, Charmain, Liz",Anne Hegerty,3,37000.0,16,10,False,True,7,0
08/02/2017,138.0,"Lucy, Chris, Cameron, Jessica",Mark Labbett,3,39000.0,23,10,False,False,0,5
09/02/2017,153.0,"Sam, Zoe, Elizabeth, Ronan",Jenny Ryan,3,6000.0,18,10,False,True,28,0
10/02/2017,140.0,"Karen, Chris, Jason, Mark",Shaun Wallace,0,4000.0,6,10,False,True,89,0
13/02/2017,141.0,"Carole, Helena, Ben, Wes",Jenny Ryan,2,8000.0,16,10,False,True,13,0
14/02/2017,142.0,"Ollie, Suzanne, Rachel, Nick",Shaun Wallace,4,20000.0,18,10,False,True,14,0
15/02/2017,143.0,"Geoff, Mary, Andy, Sheila",Paul Sinha,3,16000.0,16,10,False,True,19,0
16/02/2017,144.0,"David, Ciaran, Tony, Kelly",Anne Hegerty,3,36000.0,21,10,False,False,0,3
17/02/2017,145.0,"Chris, Susan, Alex, Angela",Mark Labbett,1,1000.0,11,10,False,True,49,0
20/02/2017,146.0,"Miranda, Tom, Anne, Danny",Shaun Wallace,2,12000.0,16,10,False,False,0,6
21/02/2017,147.0,"Paul, Arlene, John, Dolores",Mark Labbett,2,5000.0,11,10,False,True,64,0
22/02/2017,148.0,"Anna, Claire, Simon, Ray",Paul Sinha,3,16000.0,17,10,False,False,0,3
23/02/2017,149.0,"Chris, PJ, Nat, Andrea",Shaun Wallace,1,100000.0,12,10,False,True,17,0
24/02/2017,150.0,"Mark, Steve, Grace, Charlotte",Anne Hegerty,2,11000.0,14,10,False,True,25,0
27/02/2017,151.0,"Tim, Lorna, Hayley, Alan",Shaun Wallace,2,8000.0,15,10,False,True,10,0
28/02/2017,152.0,"Alan, Matt, Charmaine, Patricia",Anne Hegerty,4,60000.0,20,10,False,False,0,4
